id,ra,dec,maj_ax,min_ax
NGC4199A,12:14:48.63,+59:54:22.3,1.02,0.69
NGC4199B,12:14:51.70,+59:54:30.2,0.85,0.41
NGC4200,12:14:44.23,+12:10:50.7,1.43,0.86
NGC4201,12:14:41.86,-11:34:58.3,1.0,0.73
NGC4202,12:18:08.55,-01:03:50.8,1.03,0.56
NGC4203,12:15:05.06,+33:11:50.4,3.42,1.43
NGC4204,12:15:14.44,+20:39:30.9,4.06,4.06
NGC4205,12:14:55.54,+63:46:58.0,1.67,0.66
NGC4206,12:15:16.81,+13:01:26.3,4.69,0.88
NGC4207,12:15:30.50,+09:35:05.6,1.5,0.77
NGC4208,12:15:39.36,+13:54:05.4,2.8,1.69
NGC4209,12:15:25.82,+28:28:06.3,,
NGC4210,12:15:15.83,+65:59:07.2,1.94,1.39
NGC4211,12:15:35.85,+28:10:39.5,1.03,0.6
NGC4211A,12:15:37.32,+28:10:10.7,0.44,0.29
NGC4212,12:15:39.36,+13:54:05.4,,
NGC4213,12:15:37.56,+23:58:54.8,1.57,1.1
NGC4214,12:15:39.17,+36:19:36.8,6.79,5.28
NGC4215,12:15:54.54,+06:24:04.1,1.69,0.57
NGC4216,12:15:54.44,+13:08:57.8,7.82,1.84
NGC4217,12:15:50.90,+47:05:30.4,5.43,1.61
NGC4218,12:15:46.41,+48:07:51.0,0.96,0.62
NGC4219,12:16:27.32,-43:19:27.3,3.75,1.23
NGC4219A,12:17:59.89,-43:32:24.1,1.29,0.56
NGC4220,12:16:11.71,+47:52:59.7,3.3,0.99
NGC4221,12:15:59.86,+66:13:50.9,1.85,1.21
NGC4222,12:16:22.52,+13:18:25.4,2.83,0.42
NGC4223,12:17:25.81,+06:41:24.3,2.02,1.25
NGC4224,12:16:33.79,+07:27:43.5,2.9,1.17
NGC4225,12:16:38.37,-12:19:39.6,0.84,0.61
NGC4226,12:16:26.28,+47:01:30.7,1.12,0.53
NGC4227,12:16:33.70,+33:31:19.4,1.49,0.82
NGC4228,12:15:39.17,+36:19:36.8,,
NGC4229,12:16:38.79,+33:33:39.2,1.24,0.79
NGC4230,12:17:09.37,-55:17:10.1,5.4,
NGC4231,12:16:48.87,+47:27:26.6,0.78,0.63
NGC4232,12:16:49.03,+47:26:19.7,1.23,0.54
NGC4233,12:17:07.68,+07:37:27.8,2.34,0.98
NGC4234,12:17:09.16,+03:40:59.0,1.15,1.11
NGC4235,12:17:09.88,+07:11:29.7,4.41,0.89
NGC4236,12:16:42.12,+69:27:45.3,23.5,6.85
NGC4237,12:17:11.42,+15:19:26.3,1.82,1.18
NGC4238,12:16:55.80,+63:24:35.7,1.73,0.53
NGC4239,12:17:14.93,+16:31:53.0,1.36,0.79
NGC4240,12:17:24.36,-09:57:05.9,1.47,1.28
NGC4241,12:17:59.90,+06:39:15.1,1.46,1.03
NGC4242,12:17:30.18,+45:37:09.5,3.8,2.67
NGC4243,12:17:24.36,-09:57:05.9,,
NGC4244,12:17:29.66,+37:48:25.6,16.22,7.24
NGC4245,12:17:36.77,+29:36:28.8,2.55,1.62
NGC4246,12:17:58.12,+07:11:09.3,2.14,1.09
NGC4247,12:17:58.08,+07:16:26.2,0.99,0.84
NGC4248,12:17:49.85,+47:24:33.1,2.01,0.9
NGC4249,12:17:59.39,+05:35:54.9,0.86,0.84
NGC4250,12:17:26.27,+70:48:09.3,1.87,0.94
NGC4251,12:18:08.25,+28:10:31.4,2.34,1.23
NGC4252,12:18:30.89,+05:33:34.1,1.19,0.41
NGC4253,12:18:26.51,+29:48:46.3,0.89,0.64
NGC4254,12:18:49.60,+14:24:59.4,5.04,4.74
NGC4255,12:18:56.15,+04:47:10.1,1.35,0.62
NGC4256,12:18:43.09,+65:53:53.7,3.87,0.76
NGC4257,12:19:06.47,+05:43:33.5,0.47,0.18
NGC4258,12:18:57.50,+47:18:14.3,16.98,7.24
NGC4259,12:19:22.21,+05:22:35.0,1.04,0.45
NGC4260,12:19:22.24,+06:05:55.2,2.51,1.15
NGC4261,12:19:23.22,+05:49:30.8,4.25,3.35
NGC4262,12:19:30.57,+14:52:39.6,1.74,1.52
NGC4263,12:19:42.20,-12:13:32.0,1.16,0.55
NGC4264,12:19:35.76,+05:50:48.3,0.86,0.67
NGC4265,12:19:42.20,-12:13:32.0,,
NGC4266,12:19:42.30,+05:32:17.8,2.0,0.5
NGC4267,12:19:45.24,+12:47:53.8,2.55,1.76
NGC4268,12:19:47.22,+05:17:01.6,1.51,0.64
NGC4269,12:19:49.19,+06:00:53.9,1.22,0.93
NGC4270,12:19:49.47,+05:27:48.4,1.88,0.78
NGC4271,12:19:32.60,+56:44:11.7,1.77,1.36
NGC4272,12:19:47.64,+30:20:20.7,1.02,0.83
NGC4273,12:19:56.08,+05:20:36.0,2.19,1.95
NGC4274,12:19:50.59,+29:36:52.1,3.63,1.7
NGC4275,12:19:52.58,+27:37:15.6,0.87,0.81
NGC4276,12:20:07.48,+07:41:30.7,1.34,1.18
NGC4277,12:20:03.72,+05:20:28.9,0.76,0.32
NGC4278,12:20:06.82,+29:16:50.7,2.89,2.83
NGC4279,12:20:25.00,-11:39:59.8,1.17,0.72
NGC4280,12:20:31.90,-11:39:08.8,,
NGC4281,12:20:21.52,+05:23:11.0,2.85,1.43
NGC4282,12:20:24.31,+05:34:22.2,0.88,0.56
NGC4283,12:20:20.85,+29:18:39.4,1.23,1.13
NGC4284,12:20:12.62,+58:05:34.4,1.9,0.86
NGC4285,12:20:39.80,-11:38:30.9,0.93,0.46
NGC4286,12:20:42.09,+29:20:45.2,1.08,0.38
NGC4287,12:20:48.50,+05:38:23.6,1.22,0.39
NGC4288,12:20:38.11,+46:17:30.0,1.7,1.35
NGC4288A,12:20:40.57,+46:15:19.6,0.72,0.64
NGC4289,12:21:02.25,+03:43:19.7,4.26,0.46
NGC4290,12:20:47.53,+58:05:33.0,2.19,1.47
NGC4291,12:20:18.20,+75:22:15.0,1.93,1.62
NGC4292,12:21:16.46,+04:35:44.5,1.6,1.11
NGC4293,12:21:12.89,+18:22:56.6,6.24,3.72
NGC4294,12:21:17.83,+11:30:37.6,2.69,1.02
NGC4295,12:21:09.78,+28:09:54.4,0.51,0.44
NGC4296,12:21:28.39,+06:39:12.8,1.44,0.79
NGC4297,12:21:27.41,+06:40:15.7,0.64,0.31
NGC4298,12:21:32.76,+14:36:22.2,2.54,1.4
NGC4299,12:21:40.55,+11:29:59.7,1.48,1.38
NGC4300,12:21:41.47,+05:23:05.3,1.79,0.72
NGC4301,12:22:27.21,+04:33:58.6,1.14,1.09
NGC4302,12:21:42.48,+14:35:53.9,6.0,1.13
NGC4303,12:21:54.90,+04:28:25.1,6.89,6.56
NGC4303A,12:22:27.21,+04:33:58.6,,
NGC4304,12:22:12.72,-33:29:04.2,2.48,2.43
NGC4305,12:22:03.60,+12:44:27.3,2.3,1.19
NGC4306,12:22:04.11,+12:47:14.9,1.49,1.06
NGC4307,12:22:05.68,+09:02:37.1,3.44,0.81
NGC4307A,12:22:07.32,+08:59:26.0,0.76,0.69
NGC4308,12:21:56.85,+30:04:27.7,0.94,0.69
NGC4309,12:22:12.38,+07:08:39.5,1.93,0.92
NGC4310,12:22:26.30,+29:12:32.5,1.93,0.76
NGC4311,12:22:26.85,+29:08:45.4,,
NGC4312,12:22:31.36,+15:32:16.5,5.02,1.15
NGC4313,12:22:38.54,+11:48:03.4,3.8,0.99
NGC4314,12:22:31.82,+29:53:45.2,3.7,3.56
NGC4315,12:22:45.14,+09:18:19.4,,
NGC4316,12:22:42.24,+09:19:56.9,2.47,0.58
NGC4317,12:22:41.98,+31:02:16.3,,
NGC4318,12:22:43.29,+08:11:53.8,0.73,0.5
NGC4319,12:21:43.87,+75:19:21.3,2.45,0.97
NGC4320,12:22:57.72,+10:32:54.0,0.94,0.66
NGC4321,12:22:54.83,+15:49:18.5,6.1,5.62
NGC4322,12:22:41.89,+15:54:11.8,,
NGC4323,12:23:01.73,+15:54:20.1,1.23,0.71
NGC4324,12:23:06.18,+05:15:01.2,2.96,1.21
NGC4325,12:23:06.68,+10:37:16.3,1.23,0.77
NGC4326,12:23:11.63,+06:04:19.7,1.13,1.07
NGC4327,12:23:07.51,+15:44:11.4,,
NGC4328,12:23:20.03,+15:49:13.4,1.6,1.23
NGC4329,12:23:20.71,-12:33:31.0,1.08,0.59
NGC4330,12:23:17.25,+11:22:04.7,2.29,0.6
NGC4331,12:22:35.96,+76:10:20.9,1.58,0.37
NGC4332,12:22:46.76,+65:50:37.6,1.97,1.43
NGC4333,12:23:22.27,+06:02:26.6,0.8,0.75
NGC4334,12:23:23.88,+07:28:23.5,2.0,0.91
NGC4335,12:23:01.88,+58:26:40.4,1.85,1.37
NGC4336,12:23:29.83,+19:25:36.9,1.54,0.81
NGC4337,12:24:03.31,-58:07:25.6,6.6,
NGC4338,12:22:26.30,+29:12:32.5,,
NGC4339,12:23:34.95,+06:04:54.3,2.32,2.2
NGC4340,12:23:35.29,+16:43:20.5,2.82,1.79
NGC4341,12:23:53.56,+07:06:25.6,1.67,0.51
NGC4342,12:23:39.00,+07:03:14.4,1.25,0.64
NGC4343,12:23:38.70,+06:57:14.7,1.92,1.92
NGC4344,12:23:37.47,+17:32:27.1,1.34,1.3
NGC4345,12:21:43.87,+75:19:21.3,,
NGC4346,12:23:27.94,+46:59:37.8,3.13,1.13
NGC4347,12:23:52.44,-03:14:25.5,,
NGC4348,12:23:53.99,-03:26:34.5,2.67,0.5
NGC4349,12:24:06.04,-61:52:13.6,6.3,
NGC4350,12:23:57.87,+16:41:36.3,2.8,1.33
NGC4351,12:24:01.50,+12:12:17.2,1.58,1.28
NGC4352,12:24:05.02,+11:13:05.0,1.64,0.77
NGC4353,12:24:00.26,+07:47:06.7,1.05,0.81
NGC4354,12:24:01.50,+12:12:17.2,,
NGC4355,12:26:54.62,-00:52:39.4,1.41,0.68
NGC4356,12:24:14.53,+08:32:09.1,2.01,0.73
NGC4357,12:23:58.82,+48:46:46.1,3.48,1.27
NGC4358,12:24:02.02,+58:23:06.8,1.15,0.92
NGC4359,12:24:11.17,+31:31:19.0,1.38,0.83
NGC4360,12:24:21.70,+09:17:34.0,1.4,1.2
NGC4360B,12:24:14.72,+09:16:00.7,0.5,0.41
NGC4361,12:24:30.76,-18:47:05.4,1.05,
NGC4362,12:24:11.26,+58:21:38.4,1.28,0.49
NGC4363,12:23:28.40,+74:57:08.0,0.79,0.63
NGC4364,12:24:11.26,+58:21:38.4,,
NGC4365,12:24:28.28,+07:19:03.6,5.12,3.66
NGC4366,12:24:47.01,+07:21:10.9,0.85,0.31
NGC4367,12:24:35.14,+12:10:56.3,,
NGC4368,12:23:06.68,+10:37:16.3,,
NGC4369,12:24:36.20,+39:22:58.8,1.98,1.89
NGC4370,12:24:54.90,+07:26:41.6,1.62,1.06
NGC4371,12:24:55.43,+11:42:15.2,3.88,1.81
NGC4372,12:25:45.38,-72:39:32.7,12.0,
NGC4373,12:25:17.82,-39:45:35.0,3.98,2.11
NGC4373A,12:25:37.73,-39:19:10.8,2.8,1.04
NGC4373B,12:26:43.78,-39:08:03.2,1.03,0.8
NGC4374,12:25:03.74,+12:53:13.1,7.41,6.44
NGC4375,12:25:00.47,+28:33:31.0,1.16,0.85
NGC4376,12:25:18.06,+05:44:28.3,1.32,0.79
NGC4377,12:25:12.34,+14:45:43.8,1.6,1.24
NGC4378,12:25:18.10,+04:55:30.5,2.09,1.93
NGC4379,12:25:14.74,+15:36:26.9,1.87,1.52
NGC4380,12:25:22.17,+10:01:00.5,3.35,1.78
NGC4381,12:23:58.82,+48:46:46.1,,
NGC4382,12:25:24.11,+18:11:29.4,6.95,5.35
NGC4383,12:25:25.52,+16:28:12.5,1.67,0.9
NGC4384,12:25:11.98,+54:30:22.4,1.27,0.99
NGC4385,12:25:42.80,+00:34:21.4,2.15,1.16
NGC4386,12:24:28.35,+75:31:44.1,2.52,1.44
NGC4387,12:25:41.68,+12:48:37.9,1.58,0.94
NGC4388,12:25:46.75,+12:39:43.5,5.38,1.29
NGC4389,12:25:35.10,+45:41:04.8,2.51,1.67
NGC4390,12:25:50.67,+10:27:32.6,1.52,1.13
NGC4391,12:25:18.79,+64:56:00.5,1.25,1.24
NGC4392,12:25:18.96,+45:50:50.9,1.58,1.16
NGC4393,12:25:51.23,+27:33:41.6,2.92,2.7
NGC4394,12:25:55.53,+18:12:50.6,3.48,3.35
NGC4395,12:25:48.86,+33:32:48.9,4.17,1.39
NGC4396,12:25:58.82,+15:40:17.3,2.97,1.04
NGC4397,12:25:58.16,+18:18:03.7,,
NGC4398,12:26:07.43,+10:41:09.9,,
NGC4399,12:25:43.01,+33:30:57.9,,
NGC4400,12:25:55.91,+33:30:53.4,,
NGC4401,12:25:57.57,+33:31:42.1,,
NGC4402,12:26:07.65,+13:06:48.0,3.52,1.0
NGC4403,12:26:12.79,-07:41:05.8,1.58,0.61
NGC4404,12:26:16.21,-07:40:51.0,1.56,1.0
NGC4405,12:26:07.15,+16:10:51.6,1.52,1.02
NGC4406,12:26:11.74,+12:56:46.4,11.53,8.43
NGC4407,12:26:32.25,+12:36:39.5,2.08,1.46
NGC4408,12:26:17.24,+27:52:16.2,0.62,0.52
NGC4409,12:26:58.50,+02:29:39.7,1.82,0.89
NGC4410,12:26:28.86,+09:01:10.8,1.2,
NGC4410A,12:26:28.29,+09:01:11.5,0.62,0.45
NGC4410B,12:26:29.58,+09:01:09.2,0.58,0.53
NGC4410C,12:26:35.50,+09:02:07.7,0.85,0.56
NGC4411,12:26:30.10,+08:52:20.0,1.63,0.98
NGC4411B,12:26:47.23,+08:53:04.6,1.92,1.72
NGC4412,12:26:36.08,+03:57:52.9,1.5,1.35
NGC4413,12:26:32.25,+12:36:39.5,,
NGC4414,12:26:27.10,+31:13:24.7,1.95,1.12
NGC4415,12:26:40.49,+08:26:08.5,1.28,1.13
NGC4416,12:26:46.72,+07:55:08.4,1.57,1.37
NGC4417,12:26:50.61,+09:35:03.3,3.09,1.09
NGC4418,12:26:54.62,-00:52:39.4,,
NGC4419,12:26:56.44,+15:02:50.6,3.89,1.3
NGC4420,12:26:58.50,+02:29:39.7,,
NGC4421,12:27:02.54,+15:27:41.3,2.59,1.97
NGC4422,12:27:12.11,-05:49:51.6,1.48,1.43
NGC4423,12:27:08.97,+05:52:48.6,2.05,0.41
NGC4424,12:27:11.61,+09:25:14.4,3.04,1.57
NGC4425,12:27:13.33,+12:44:05.0,3.08,1.26
NGC4426,12:27:10.53,+27:50:17.5,,
NGC4427,12:27:10.53,+27:50:17.5,,
NGC4428,12:27:28.30,-08:10:04.4,1.62,0.67
NGC4429,12:27:26.51,+11:06:27.8,5.3,2.42
NGC4430,12:27:26.41,+06:15:46.0,2.02,1.5
NGC4431,12:27:27.38,+12:17:25.0,1.53,0.88
NGC4432,12:27:32.97,+06:13:59.7,0.64,0.49
NGC4433,12:27:38.59,-08:16:42.3,2.0,0.67
NGC4434,12:27:36.68,+08:09:15.6,1.42,1.36
NGC4435,12:27:40.49,+13:04:44.2,3.03,2.14
NGC4436,12:27:41.24,+12:18:57.2,1.66,0.79
NGC4437,12:32:45.59,+00:06:54.1,,
NGC4438,12:27:45.59,+13:00:31.8,9.16,4.02
NGC4439,12:28:26.35,-60:06:11.6,4.5,
NGC4440,12:27:53.57,+12:17:35.8,1.77,1.44
NGC4441,12:27:20.35,+64:48:05.4,4.13,2.96
NGC4442,12:28:03.88,+09:48:13.4,4.32,1.61
NGC4443,12:29:03.01,+13:11:01.5,,
NGC4444,12:28:36.41,-43:15:42.3,2.27,1.85
NGC4445,12:28:15.93,+09:26:10.3,2.54,0.5
NGC4446,12:28:06.79,+13:54:42.3,0.98,0.59
NGC4447,12:28:12.53,+13:53:57.2,0.75,0.62
NGC4448,12:28:15.43,+28:37:13.1,1.58,1.04
NGC4449,12:28:11.10,+44:05:37.1,4.66,2.71
NGC4450,12:28:29.63,+17:05:05.8,5.46,3.78
NGC4451,12:28:40.55,+09:15:31.7,1.35,0.86
NGC4452,12:28:43.31,+11:45:18.1,3.36,0.6
NGC4453,12:28:47.20,+06:30:27.0,1.2,
NGC4453 NED01,12:28:46.81,+06:30:43.2,0.63,0.3
NGC4453 NED02,12:28:47.68,+06:30:12.8,0.34,0.22
NGC4454,12:28:50.75,-01:56:21.1,2.17,1.99
NGC4455,12:28:44.11,+22:49:13.6,1.61,0.56
NGC4456,12:27:52.40,-30:05:52.4,1.29,0.69
NGC4457,12:28:59.01,+03:34:14.1,2.79,2.37
NGC4458,12:28:57.57,+13:14:30.8,1.59,1.48
NGC4459,12:29:00.01,+13:58:42.1,4.17,3.16
NGC4460,12:28:45.56,+44:51:51.2,3.93,1.05
NGC4461,12:29:03.01,+13:11:01.5,3.61,1.23
NGC4462,12:29:21.22,-23:09:58.9,3.6,1.33
NGC4463,12:29:55.22,-64:47:22.8,4.8,
NGC4464,12:29:21.29,+08:09:23.8,1.01,0.76
NGC4465,12:29:23.54,+08:01:33.6,0.26,0.21
NGC4466,12:29:30.57,+07:41:47.1,0.93,0.57
NGC4467,12:29:30.25,+07:59:34.3,0.59,0.49
NGC4468,12:29:30.90,+14:02:56.7,1.54,1.0
NGC4469,12:29:28.03,+08:44:59.7,2.86,1.05
NGC4470,12:29:37.78,+07:49:27.1,1.28,0.86
NGC4471,12:29:37.05,+07:55:57.9,0.44,0.43
NGC4472,12:29:46.76,+08:00:01.7,10.21,8.38
NGC4473,12:29:48.87,+13:25:45.7,4.27,2.51
NGC4474,12:29:53.55,+14:04:06.9,2.33,1.57
NGC4475,12:29:47.58,+27:14:36.0,1.1,0.61
NGC4476,12:29:59.08,+12:20:55.2,1.7,1.15
NGC4477,12:30:02.20,+13:38:11.8,3.7,3.22
NGC4478,12:30:17.42,+12:19:42.8,1.75,1.43
NGC4479,12:30:18.37,+13:34:39.5,1.43,1.25
NGC4480,12:30:26.78,+04:14:47.7,1.89,0.97
NGC4481,12:29:48.67,+64:01:58.8,1.23,0.52
NGC4482,12:30:10.33,+10:46:46.1,1.51,0.85
NGC4483,12:30:40.65,+09:00:56.4,1.65,0.85
NGC4484,12:28:52.68,-11:39:07.4,1.26,1.1
NGC4485,12:30:31.13,+41:42:04.2,2.01,1.34
NGC4486,12:30:49.42,+12:23:28.0,7.11,6.67
NGC4486A,12:30:57.71,+12:16:13.3,0.92,0.81
NGC4486B,12:30:31.97,+12:29:24.6,0.38,0.37
NGC4487,12:31:04.46,-08:03:14.1,3.46,1.9
NGC4488,12:30:51.37,+08:21:36.0,2.75,0.76
NGC4489,12:30:52.25,+16:45:31.9,1.72,1.56
NGC4490,12:30:36.24,+41:38:38.0,6.71,1.65
NGC4491,12:30:57.11,+11:29:00.7,1.64,0.86
NGC4492,12:30:59.71,+08:04:40.3,2.11,1.86
NGC4493,12:31:08.37,+00:36:49.3,1.52,0.74
NGC4494,12:31:24.10,+25:46:30.9,4.35,4.13
NGC4495,12:31:22.88,+29:08:11.3,1.34,0.57
NGC4496,12:31:40.00,+03:55:58.0,3.5,
NGC4496A,12:31:39.21,+03:56:22.1,3.37,2.78
NGC4496B,12:31:40.88,+03:55:34.8,1.05,0.91
NGC4497,12:31:32.53,+11:37:29.0,2.0,1.03
NGC4498,12:31:39.56,+16:51:10.0,2.88,1.53
NGC4499,12:32:04.94,-39:58:56.9,2.01,1.29
NGC4500,12:31:22.16,+57:57:52.7,1.53,1.06
NGC4501,12:31:59.16,+14:25:13.4,8.65,4.38
NGC4502,12:32:03.35,+16:41:15.8,1.04,0.54
NGC4503,12:32:06.23,+11:10:35.1,3.48,1.58
NGC4504,12:32:17.45,-07:33:48.4,3.18,1.97
NGC4505,12:31:39.21,+03:56:22.1,,
NGC4506,12:32:10.53,+13:25:10.6,1.63,1.11
NGC4507,12:35:36.63,-39:54:33.3,1.39,1.19
NGC4508,12:32:17.42,+05:49:11.9,,
NGC4509,12:33:06.79,+32:05:29.6,0.67,0.37
NGC4510,12:31:47.21,+64:14:01.7,1.46,0.84
NGC4511,12:32:08.11,+56:28:16.2,0.92,0.57
NGC4512,12:32:47.65,+63:56:21.1,2.57,0.5
NGC4513,12:32:01.52,+66:19:57.3,2.06,1.35
NGC4514,12:32:42.97,+29:42:44.6,1.0,0.8
NGC4515,12:33:04.97,+16:15:55.9,1.35,1.06
NGC4516,12:33:07.54,+14:34:29.8,1.75,0.97
NGC4517,12:32:45.59,+00:06:54.1,9.02,1.42
NGC4517A,12:32:28.15,+00:23:22.8,2.05,0.98
NGC4518,12:33:11.76,+07:51:05.9,1.18,0.58
NGC4519,12:33:30.25,+08:39:17.1,2.33,1.77
NGC4519A,12:33:24.71,+08:41:26.7,0.58,0.3
NGC4520,12:33:49.90,-07:22:32.0,0.79,0.46
NGC4521,12:32:47.65,+63:56:21.1,,
NGC4522,12:33:39.71,+09:10:30.1,3.51,0.91
NGC4523,12:33:48.00,+15:10:05.9,1.24,1.15
NGC4524,12:33:54.39,-12:01:39.4,1.25,0.7
NGC4525,12:33:51.14,+30:16:38.9,2.0,1.03
NGC4526,12:34:03.09,+07:41:58.3,6.95,2.47
NGC4527,12:34:08.42,+02:39:13.2,6.3,1.72
NGC4528,12:34:06.07,+11:19:16.5,1.6,0.86
NGC4529,12:32:51.65,+20:11:00.6,1.11,0.25
NGC4530,12:33:47.71,+41:21:12.5,,
NGC4531,12:34:15.89,+13:04:31.2,3.03,1.97
NGC4532,12:34:19.33,+06:28:03.7,2.49,0.88
NGC4533,12:34:22.02,+02:19:31.3,1.82,0.43
NGC4534,12:34:05.42,+35:31:06.0,2.78,1.64
NGC4535,12:34:20.31,+08:11:51.9,8.15,7.48
NGC4536,12:34:27.05,+02:11:17.3,7.08,2.55
NGC4537,12:34:48.91,+50:48:18.6,1.34,0.76
NGC4538,12:34:40.90,+03:19:25.2,0.71,0.4
NGC4539,12:34:34.74,+18:12:09.7,2.74,1.08
NGC4540,12:34:50.87,+15:33:06.2,2.19,1.83
NGC4541,12:35:10.66,-00:13:16.1,1.63,0.64
NGC4542,12:34:48.91,+50:48:18.6,,
NGC4543,12:35:20.24,+06:06:54.3,1.02,0.63
NGC4544,12:35:36.57,+03:02:04.3,1.93,0.6
NGC4545,12:34:34.15,+63:31:30.2,2.43,1.37
NGC4546,12:35:29.51,-03:47:35.5,3.16,1.76
NGC4547,12:34:51.84,+58:55:00.4,1.19,0.92
NGC4548,12:35:26.45,+14:29:46.8,5.55,4.52
NGC4549,12:35:21.27,+58:56:58.8,0.6,0.27
NGC4550,12:35:30.58,+12:13:15.0,3.16,0.71
NGC4551,12:35:37.95,+12:15:50.3,1.71,1.26
NGC4552,12:35:39.81,+12:33:22.8,8.13,8.0
NGC4553,12:36:07.60,-39:26:19.2,2.59,1.34
NGC4554,12:35:59.52,+11:15:55.3,,
NGC4555,12:35:41.18,+26:31:23.2,1.4,1.04
NGC4556,12:35:45.86,+26:54:32.0,1.31,0.87
NGC4557,12:35:49.74,+27:03:13.6,,
NGC4558,12:35:52.65,+26:59:31.7,0.73,0.31
NGC4559,12:35:57.65,+27:57:36.0,10.57,4.82
NGC4559A,12:36:53.44,+27:51:43.3,0.4,0.21
NGC4559B,12:36:53.93,+27:44:56.8,0.62,0.25
NGC4559C,12:35:52.12,+27:55:55.5,,
NGC4560,12:34:03.09,+07:41:58.3,,
NGC4561,12:36:08.20,+19:19:22.5,1.32,1.12
NGC4562,12:35:34.80,+25:51:00.0,1.93,0.64
NGC4563,12:36:12.88,+26:56:29.2,0.56,0.4
NGC4564,12:36:26.98,+11:26:21.4,3.13,1.68
NGC4565,12:36:20.78,+25:59:15.6,16.75,2.89
NGC4565A,12:35:34.80,+25:51:00.0,,
NGC4565B,12:35:41.69,+26:13:19.9,0.8,0.45
NGC4565C,12:35:41.42,+26:17:09.0,0.96,0.14
NGC4566,12:36:00.11,+54:13:15.5,1.08,0.75
NGC4567,12:36:32.71,+11:15:28.8,2.74,2.15
NGC4568,12:36:34.26,+11:14:20.0,4.31,1.87
NGC4569,12:36:49.79,+13:09:46.6,9.12,3.82
NGC4570,12:36:53.40,+07:14:47.9,3.88,0.94
NGC4571,12:36:56.38,+14:13:02.5,3.56,3.31
NGC4572,12:35:45.30,+74:14:44.0,1.47,0.42
NGC4573,12:37:43.79,-43:37:16.1,2.49,1.89
NGC4574,12:37:43.51,-35:31:03.5,1.83,1.14
NGC4575,12:37:51.12,-40:32:14.5,2.06,1.24
NGC4576,12:37:33.56,+04:22:03.7,1.22,0.66
NGC4577,12:39:12.44,+06:00:44.3,1.42,0.78
NGC4578,12:37:30.56,+09:33:18.3,2.5,1.75
NGC4579,12:37:43.52,+11:49:05.5,5.01,3.84
NGC4580,12:37:48.39,+05:22:06.7,1.87,1.28
NGC4581,12:38:05.17,+01:28:39.9,1.62,1.06
NGC4582,12:38:10.20,+00:10:57.9,,
NGC4583,12:38:04.54,+33:27:31.8,1.51,1.51
NGC4584,12:38:17.87,+13:06:35.6,1.61,1.11
NGC4585,12:38:13.28,+28:56:13.3,0.79,0.47
NGC4586,12:38:28.40,+04:19:08.7,3.43,1.12
NGC4587,12:38:35.42,+02:39:26.4,1.32,0.75
NGC4588,12:38:45.43,+06:46:05.4,1.19,0.46
NGC4589,12:37:24.99,+74:11:30.9,2.93,2.31
NGC4590,12:39:28.01,-26:44:34.9,6.6,
NGC4591,12:39:12.44,+06:00:44.3,,
NGC4592,12:39:18.74,-00:31:55.2,4.1,1.17
NGC4593,12:39:39.43,-05:20:39.3,2.4,2.04
NGC4594,12:39:59.43,-11:37:23.0,8.45,4.91
NGC4595,12:39:51.91,+15:17:52.1,1.52,0.97
NGC4596,12:39:55.95,+10:10:34.1,3.93,3.3
NGC4597,12:40:12.93,-05:47:57.4,3.55,1.42
NGC4598,12:40:11.93,+08:23:01.5,1.5,1.15
NGC4599,12:40:27.09,+01:11:48.9,1.71,0.72
NGC4600,12:40:22.96,+03:07:03.9,1.42,1.01
NGC4601,12:40:46.74,-40:53:35.0,1.82,0.5
NGC4602,12:40:36.85,-05:07:58.8,1.29,0.79
NGC4603,12:40:55.21,-40:58:35.0,2.6,1.84
NGC4603A,12:39:36.92,-40:44:24.1,1.84,0.63
NGC4603B,12:40:29.74,-41:04:11.4,1.3,0.26
NGC4603C,12:40:43.11,-40:45:48.1,1.83,0.44
NGC4603D,12:42:08.10,-40:49:15.1,1.62,0.97
NGC4604,12:40:45.06,-05:18:10.4,1.06,0.44
NGC4605,12:39:59.38,+61:36:33.1,5.87,2.29
NGC4606,12:40:57.54,+11:54:44.0,2.47,1.36
NGC4607,12:41:12.40,+11:53:11.9,2.86,0.58
NGC4608,12:41:13.29,+10:09:20.4,2.88,2.49
NGC4609,12:42:16.83,-62:59:44.7,5.4,
NGC4610,12:29:37.78,+07:49:27.1,,
NGC4611,12:41:25.45,+13:43:46.3,1.24,0.38
NGC4612,12:41:32.75,+07:18:53.6,2.57,1.77
NGC4613,12:41:28.95,+26:05:19.0,0.52,0.49
NGC4614,12:41:31.47,+26:02:33.6,1.0,0.86
NGC4615,12:41:37.32,+26:04:22.2,1.54,0.46
NGC4616,12:42:16.45,-40:38:31.4,1.31,1.06
NGC4617,12:41:05.87,+50:23:36.3,2.81,0.52
NGC4618,12:41:32.85,+41:09:02.8,3.56,2.29
NGC4619,12:41:44.55,+35:03:46.0,1.37,1.33
NGC4620,12:41:59.36,+12:56:34.0,1.6,1.45
NGC4621,12:42:02.24,+11:38:49.3,4.55,3.21
NGC4622,12:42:37.62,-40:44:39.2,1.81,1.56
NGC4622A,12:43:49.11,-40:42:52.6,0.7,0.58
NGC4622B,12:43:50.61,-40:43:02.9,1.15,0.77
NGC4623,12:42:10.69,+07:40:37.0,2.23,0.74
NGC4624,12:45:05.99,+03:03:20.8,,
